userName,score,at,EnglishTranslation,BERT_Sentiment
Pengguna Google,1,2025-01-02 10:49:30,dl like shopee satisfied brngx lmyn cheap tp nowadays bbrp kali c o payment tp brngnya gk prnh nyampe disappearing the removal of the money and the money is not available for the sale of,Negative
Pengguna Google,5,2025-01-12 17:20:02,"Application If you use a lot of minutes, you have to do it, then it's different from the shopping application.",Neutral
Pengguna Google,5,2025-02-15 08:39:14,Already shopee lot bgt quota luber search not open images already try cache deleted data until just reinstall,Negative
Pengguna Google,5,2025-01-30 13:42:41,"sis, please give me the dated item until I change it, I'm waiting for the pensen, so it's a week, please send it, please send it well",Neutral
Pengguna Google,5,2025-01-13 12:17:42,shopee please contact the shipping service until the special curfew of the city no courier cantum mes pay when sending people places places,Negative
Pengguna Google,5,2024-12-29 05:47:08,"good application, hopefully the mandate of the Langgan Toko Sayang Dear Courier Spx Express of Goods between items Returns Disappointed",Neutral
Pengguna Google,5,2025-01-03 16:18:09,Good Shopee Application Vocer Discount Easy to find what is not tough Vocer free postage thanks Sopee Moga Hold the quality of shopping,Positive
Pengguna Google,5,2025-01-08 23:13:27,Shopping Easily Save Fast Help People Do Not Have Shopping Mall Shop Promony Makes Not Shut For Ken Check Out But LG Lag Safety Sending Goods,Negative
Pengguna Google,4,2025-01-05 05:33:16,Paylater Suggestions Pay Total Pay separate so give the checkout box select the byr item directly total price of love for the Note for,Negative
Pengguna Google,1,2025-02-02 17:19:37,Shopee is all about money for free for free to pay Shopee plus pay for ky ga pke shopee plus buy rb now rb to pay expensive bgt pay for sale shopee member platinum ga guarantee good luckchoose to choose,Negative
Pengguna Google,2,2025-01-21 13:19:08,Honestly Pack Shopee Bantuss Banget is a great time for the app but yes Co Shopee dear applications to serve live live live,Positive
Pengguna Google,5,2025-01-17 08:38:27,Honestly the app is good voucher is required,Positive
Pengguna Google,3,2025-01-10 10:07:31,"The quality is good for the advertisement, it's not maleh, sometimes playing the game after the shopee ad Kalaok push a little directly into the Play Store",Neutral
Pengguna Google,5,2025-02-05 04:34:29,"The times have been very advanced like gratitude, the name of the shopee application is easy to take care of the day, shopee, the pay latepay feature, please hope that the apk is not easy to love more shopee.",Neutral
Pengguna Google,2,2025-01-18 22:50:54,"S is really a good apk, but the error is not looking for an image using a dear quota wifi",Neutral
Pengguna Google,4,2024-12-27 03:25:36,"Because of online shopping, the market is quiet, rarely said the lips of the bad people of the flower era of the country of the country facing the demographic bonus, afraid of receiving a fast changing one of the shopee shopping media.",Positive
Pengguna Google,2,2025-02-10 11:31:25,"Udh download download it is x, please, please wasteful, the shoopee quota is bad, it's hard to access the address, please develop a good developer",Negative
Pengguna Google,5,2025-01-15 02:52:38,"thank you shopee have recovered cod, good mobile number.",Positive
Pengguna Google,5,2025-01-23 04:00:38,"Alhamdulillah, good, it is good, the constraints of the Fast Package Order the Life Seeds in Fresh, the Fresh Forest Package",Positive
Pengguna Google,2,2025-02-15 06:26:22,"Yesterday when shopping failed to send it when checking the base, receive the items of the house, the COD account blocked",Negative
Pengguna Google,5,2025-01-04 09:57:34,Shopee Application for Shopping Benefits Needs Safe Original Original Products Gapernah Disappointed Shopping Voucher Xiixixi,Neutral
Pengguna Google,5,2025-01-09 23:25:58,"Help if you don't bother going to go, just wait for the house to send fast, the price of range thanks shopee",Neutral
Pengguna Google,1,2025-01-21 00:40:41,be careful again the spayater funding fund is full of paid spaylatter loss of the item reversed paying the paylatter back and interest payment buy items.,Negative
Pengguna Google,4,2025-01-23 01:43:13,Please return for free Ongkir Shopee Video Kayak Min VCR Gratongnya Dikit banget kudu buy expensive g kayak trus if the product value of the gift of the shopee work is a shopee job please let the menu feature be strong thanks shopee,Negative
Pengguna Google,1,2025-02-07 05:04:01,Flower Item Protection Insurance System Program Needs There is a stupid ACC clamp the name of the protection of the Item of the addict apk dizzy payment if it is not very shopping to pay for borrowing money via the application because of the interest,Negative
Pengguna Google,1,2025-02-12 11:38:06,Ugly Shoppe Loading Error Meassed Gaped Shopee Lot Really Jakarta City Kota Kenceng New Samsung New Support Lot Very Severe Buofing Moving Shop Products Upload Products Poko Lot Very severe already already deleted chace already updated already uninstalling reinstall,Negative
Pengguna Google,4,2025-01-12 11:01:22,okay online shopping sometimes sending goods according to sometimes not according to great hope in front of the cheap shopee shop,Neutral
Pengguna Google,3,2024-12-25 11:19:58,"Shopee shopping is very satisfied with cheap prices after shopping, I don't remember, I know, please point to the point of shopping for Shopee Shopping",Positive
Pengguna Google,4,2025-01-13 07:27:27,Shopee ya loading bgt if it is a picture of the picture it does not appear to be a stable signal open the normal apk udh until log out update again but please help ya shopee,Negative
Pengguna Google,1,2025-01-09 10:10:31,I don't know that Shoppe is deliberately slow sending delay,Negative
Pengguna Google,1,2024-12-30 04:48:55,Oky courier is really disappointed with the responsibility of the courier courier dare to confirm the item dix receive the goods receive the dare to confirm the courier sending the dixed goods dix the door is difficult to call you lost the courier.,Negative
Pengguna Google,4,2025-01-12 07:49:08,Neng sih shopping shopee banget shopping shopee send it fast,Positive
Pengguna Google,5,2025-02-05 18:28:56,"happy shopping shopee shopee transaction but sometimes a naughty shop makes the name shopee so badly alert I shop, please pay attention to Shopee Shopee Shopee Shopee",Negative
Pengguna Google,1,2025-02-02 02:22:06,Shopee transaction has been disappointed to sell the title of the item description not according to the loading description of the poor gimmic item,Negative
Pengguna Google,4,2025-01-11 09:36:29,Help Shopee Buy Cheap Items Sometimes free postage of love because the spx courier belongs to shopee bad image Send very spx courier free postage between super sometimes reversed sellers make mumet contents of life package planting drugs cod x fail to block the location of the driver of ilir bangko jambi,Negative
Pengguna Google,5,2025-01-05 04:49:59,"Easy Shopping Applications Easy to go here and there. Good service, good application suitable buying state items, thank you",Positive
Pengguna Google,5,2025-02-11 04:30:03,"Help confused, Cut RB Co, Sedia Change the Method of Paying Situ Not Paying Methods CekLIST Kana just delete it",Negative
Pengguna Google,5,2025-01-13 13:30:17,Shopee Shopping Exciting Promo Free Postage Ny Pallingkan Senimpkan if Pas Low Bajet Shopping Using Spayleter Success Shopee,Positive
Pengguna Google,1,2025-01-16 01:12:31,"Shopee is ugly again Shopee Mall service item changes cooking items again ordered the goods again shopee loss, the shipping is expensive back the item, because the shopee is ugly, please set back the set",Negative
Pengguna Google,5,2025-01-26 09:20:18,good cellphone missing cancel message when sending complaint items plus receive reject item shop ordered cancel plus vocer slow receive a cancel shop,Negative
Pengguna Google,5,2025-01-15 12:05:01,Shopee Platform Online Shopping Platforms choose a complete product requires Unique Items Unique Promo Tugging Free Shopping Discounts Saving Live Chat Features Easy Communication Selling Methods of Paying Agam Send Fast Laying Laying Responsive Shopee Shopee Online Shopping Solutions Good Good,Positive
Pengguna Google,1,2025-02-08 08:47:30,Mesan slowly strange estimation when chat expedition pretentious and slow warranty can get a voucher to give a slow warranty if because of lazy expedition,Negative
Pengguna Google,1,2025-01-25 13:43:37,"for shopee, fill in the error page, sorry, sorry, please try the main page, how have you deleted the apk please help it",Negative
Pengguna Google,1,2025-02-01 02:07:45,I swear to the ad's ad so dried gabisa elakin ribet banget co.,Negative
Pengguna Google,3,2025-02-01 10:14:52,"It's really hard to log in, after the cellphone is reset, the shopee is reset, the QR barcode scan fails, then please please the barcode scan option, it's hard to log in, the login is easy to choose, choose the option.",Negative
Pengguna Google,1,2025-02-07 14:55:23,"why when I enter the apk directly shopee live video live the sound is not comfortable so it doesn't use it, why do you need a live video nnti nnti, just think x x think my cellphone is error",Negative
Pengguna Google,2,2025-02-06 11:55:34,Disappointed Shopee Chekout DOWNLOAD DOWNLOAD LOOK FEATURES NOT COMPLETE PAY PAY PAY USING TF BANK SHOPEEPAY BALANCE SHOPPING TF BANK SHOPEE HELP WHEN SHOPEE,Negative
Pengguna Google,1,2025-01-31 06:11:13,ugly cooking items selling btl kn address a fair message buy buying stupid shoppe teaching high school applications,Negative
Pengguna Google,1,2025-01-29 18:52:35,"heavy veranda games Open the shopee application in the direction of live video, it is automatically a hard consistent home open",Positive
Pengguna Google,1,2025-02-14 09:07:10,Help Apk Shopee Courier Antar Using Shopee Express Receive except Package Send Using Antar Via JNT,Neutral
Pengguna Google,1,2025-01-25 14:51:40,Features Remember to Pay Suspicious Vouchers Please There is a Further Message.,Negative
Pengguna Google,2,2025-02-12 07:59:35,"Please special couriers spx to throw items to throw damaged goods, they will be responsible",Positive
Pengguna Google,2,2025-01-27 09:18:42,"Buy Shopping Safe Ok Ok Costs Adding Costs Pretty Rb Bad Seller Loss Is Selling Quiet Buying Kyk Rarely Buying PL Goods At once buying a lot of loss, so buy a lot of bargaining the price of the shopee lack of tax",Neutral
Pengguna Google,4,2024-12-29 07:45:14,Army Shopping Online Shopee Application Try to download the application tp expensive shipping shopee according to cheap jargon but cheap shopee prices of items Achieved the message is not complicated COD features for people to fall shopping times can be freeong x lngsng exposed to shipping but there isn't a lot of discounts for free postage,Neutral
Pengguna Google,5,2025-01-25 06:58:44,Be careful Retas Shopeepay Shopeepay account latter PIN OTP Verification Face Verification of Retas Shopeepay Shopeepay Latter,Neutral
Pengguna Google,1,2025-02-05 09:31:49,download push rather not jammed when check out out of death change the cellphone already check my cellphone the application problem please please shopee already running my intention to delete,Negative
Pengguna Google,1,2025-01-24 04:25:18,Gold Handover Ujung Courier Ujung Cancel Automatically Discard Shop Blocking Shops appear looking for blocks of blocking shops,Negative
Pengguna Google,5,2025-02-13 00:26:31,Help find things that need to sit sweetly house that is looking for a complete meeting where cheap cheap items dear sometimes the application likes to ngekek lot,Positive
Pengguna Google,4,2025-02-08 04:29:30,"Like Shopee Shopping because the Promo Discount Date Right is FREE, FREE DISPOSE BIG DISCOUNT MOGA FRONT FREE APPLICATION NO SELET NO SLET",Positive
Pengguna Google,5,2025-02-13 13:46:20,"like because if cheap shopping quality items, please postage, it's free, free postage",Neutral
Pengguna Google,4,2024-12-26 04:03:49,"the message is late, just the message, the order is, of course it's really disappointed",Negative
Pengguna Google,2,2025-02-14 10:36:34,"Like the application if shopping online features COD because the limit is not the limit, please shopee the COD feature limit is satisfied if the limit",Neutral
Pengguna Google,3,2025-01-11 07:28:08,"Paying spiny or not, it's already a hard arrears, just click white, it's really scared",Negative
Pengguna Google,1,2025-01-22 10:28:32,"Shopee courier doesn't say the nominal price of cod tera prices cod says salary, if people ride it is pretty disappointed, please thank you for the direction",Neutral
Pengguna Google,1,2025-01-30 07:54:56,Disappointed Item Message Date Visit Alias ​​Send Raju Re -Fund Date Bright Date How the process is just told to wait patiently wait for people to be patient with the Shopee expedition to throw,Negative
Pengguna Google,3,2025-01-24 14:17:17,The Shopee app is open to the network of the net for my HP app unless Shopee please clear,Negative
Pengguna Google,5,2025-01-28 07:13:57,Shopee Shopping Delicious Not Complicated Not Cape Cape Location Retreating Goods Enter Shopee Product Selling Shopee Hrs Sort sometimes Pictures Send Different Deception Kl Buy Disappointed Shopping Clothes Not Disappointed Mksh Shopee,Negative
Pengguna Google,4,2025-02-09 03:16:20,"please order buying and selling separation so the value of the store does not rely on the value of the store is bad, not the end, thank you",Negative
Pengguna Google,2,2025-01-27 12:38:22,the shopee is good to order quickly until open the application lightly but now,Neutral
Pengguna Google,5,2025-01-02 09:32:42,Likes Shopee blowja just easy thank you Shopee etalou,Positive
Pengguna Google,2,2025-01-01 03:48:08,Please shopee the quality of the shipping package level is not a base because the sending fails to use the failed method,Negative
Pengguna Google,3,2025-01-21 08:45:55,Minecraft lock looking for the Minecraft point function appears the search results please please,Neutral
Pengguna Google,4,2025-01-29 12:22:34,Shopee Curir Criticism Open App Shopee Live Shopee Pas Open Hp Volume Hp Keleng Likin Make KL Bias just to open Home Live Shopenya Home,Negative
Pengguna Google,3,2025-01-25 20:07:53,here weird claims to assault coin bonuses when watching live Sell try the direction of CS.,Negative
Pengguna Google,1,2024-12-31 09:01:24,get fake back shopee pay slow shopee shopee disappointed money power enter shopee pay puya proof of kw items back to the validation of money in waiting for the trickery,Negative
Pengguna Google,3,2025-01-19 13:17:02,Send Sii Purpose Submit GK BSA Smpe District GK Active Recommended Recommendation Failed to Send a package to make a package to wait for the expedition T trusee Shopee KSI Recommendation Bener Donk KSI Recommendation Expedition Expedition Expedition Dipke Return Package,Negative
Pengguna Google,1,2025-01-27 22:48:56,Shopee Video Recommendation Appears Right Thumbnail Risi Video Sexy Girls Disturbed Guys Selling Videos of Sexy Girls Women's Products Not Correlation If you don't change the total transaction application x x,Negative
Pengguna Google,1,2025-01-27 07:20:11,Disappointed to the block and nelfon helped to go to his paylater directly and told me to pick up the tempo I told my credivo to try it for the sake of paying the pay mat with,Negative
Pengguna Google,1,2025-02-02 07:51:46,Difficult Shopping for Customer Friendly Tera Include Voucher Price As available,Negative
Pengguna Google,1,2025-01-26 12:13:57,"Order the Slow Shopee COD package until the house is paying, how do you please change the package to change the package according to the shopee tires quickly, pay a lot",Neutral
Pengguna Google,5,2025-02-06 08:11:58,"I hope Shopee is a free shipping shop in the area of ​​Kalimantan, hehe, send quickly the admin response quickly, thanks shopee, easy shopping transactions, payleter hehe",Positive
Pengguna Google,1,2025-02-14 11:26:32,"please shopee again like if click the message finished not click finished right away, it is not deliberately pressing after it is finished.",Negative
Pengguna Google,5,2025-02-06 04:52:22,"Alam I Shopping Shopee Hapy is safe except I am disappointed to buy furniture the price of the Jepara bending shopping shop paying off the item, order, receive the connection, not responding, please shopee help it, the item or order, I send it",Negative
Pengguna Google,1,2025-01-12 19:42:49,"Log in only complicated Verification of Hp No Hp Log In Using Email No HP already know the cellphone number is already not active like not verifying the cellphone number, replace the cellphone number, really complicated the requirements of the document to change the wise to bother people",Negative
Pengguna Google,1,2025-02-13 06:36:40,Disappointed Layan Shopee Item Send Reg Select Tau Reg,Negative
Pengguna Google,1,2025-02-01 19:26:23,"the application is really bad, the weight of the cellphone has asked the customer service item, the order is automatic",Negative
Pengguna Google,5,2025-01-18 02:26:15,"Help Application Find Items Selling Place Application Find free postage, hope that the front vocher is free shipping and discounting big prices, thank you",Positive
Pengguna Google,1,2025-01-16 02:07:01,good good applications good professional hope for active professional shoppes account difficult balances in the bad shoppe disappointed team Shoppe Change Active Numbers Difficult accounts,Neutral
Pengguna Google,1,2025-02-15 04:06:11,Please Shopee Equ on the Good Online Trade System The Safe Level Selling Modes Selling Cheap Good Goods Not Lying Install Cheap Prices Pas Mesen Expensive Prices of Goods Yes Not Poor Quality Different Photos,Neutral
Pengguna Google,3,2024-12-28 01:41:16,"Open the pull of the verification page fails to fit the homepage, as a result the loading weight opens the page yesterday, the verification results of the empty picture of the normal road recurrent, pull the verification page fail to load the cache delete the data reinstalling the results of the help solution",Negative
Pengguna Google,1,2025-01-12 05:46:12,"Disappointed Send SPX Package Send wait for the end if the package is lost again the shape of the shopeepay buy it is lost, wait for the item, please finish the funds back",Negative
Pengguna Google,1,2025-01-15 12:18:15,sakee keeni to the truth gw safe aj jhccout voucher try to be strange strange ups,Neutral
Pengguna Google,5,2025-02-01 23:51:46,Please Mba Shopee The process of returning the goods waiting for the product validation of the product does not need if lack of deer back the seller immediately appeal x thank you,Negative
Pengguna Google,5,2025-02-06 12:19:19,Shopee Bonus Please Orderly Reseller Lebay Description Ads Selling Quality Not according to Send Items,Negative
Pengguna Google,4,2025-02-01 07:25:47,"please shop cancel the message cancel canceled the position of the package, send package cancel the cancel use different materials canceled selling or not canceling messages.",Negative
Pengguna Google,1,2025-01-31 11:16:08,Pay via Pay Digital Money Not Wort It Download the application to buy loyal e commerce love cod if there is a naughty seller complicated to return the money at his third,Negative
Pengguna Google,1,2025-02-14 12:54:36,Tama is good annoyed or ordering vouchers to buy shopee plus you promo people buying people's packages to buy items eh ordered to be canceled for you to make your annoyed promo,Negative
Pengguna Google,5,2025-01-09 05:33:12,SUGGESTION SHOPEE Press Items Address Order Item Clock Location Clock Location So that rhyme courier items are delicious try to make a miss communication waiting for not working antender in the afternoon system,Positive
Pengguna Google,5,2025-02-14 07:13:00,"Thank you Shopee Application Assistance Needs to need online sellers, hopefully the trustworthy",Positive
Pengguna Google,1,2024-12-26 08:53:24,not understanding shopee different features Selling the purpose of the store owned by the postage feature.,Negative
Pengguna Google,5,2025-01-22 17:08:11,"the application is really a good signal bug for a full quota, hopefully the front",Neutral
Pengguna Google,4,2025-01-23 17:05:56,"I really like shopping shopping, because the item is ordered, God willing, the blessing of the shop, hopefully the trustworthy is still in selling, still satisfied with satisfied for the shop, sometimes the shipping is expensive than shopping, sometimes buying items, it takes a shop, sometimes it does not sell, not to sell, not to sell.",Positive
Pengguna Google,4,2025-02-13 06:04:35,To service all the complete categories of Syang Cod Food Package Fictitious Package Comes Eating Order Keman Please Level Customer Loss Driver Loss Nombok Because Shopee Safety Flasses Order Safe Verification of Active Face KTP COD Losses Samalain,Positive
Pengguna Google,1,2025-01-28 09:30:02,The stupid application lists the account block the aju recovering open eh Sunday blocking aju recovered complicated fortunately not using a doubt buying and selling,Negative
Pengguna Google,4,2025-01-18 06:02:41,Many advertisements are many simple simple features.,Neutral
Pengguna Google,1,2025-02-07 09:51:11,Kasi Bintang Disappointed Shopee Let the Shop Selling Naughty Rajalela Application of Shopee Transactions Untung Paying Complaints Reporting Appreciation Re -Appreciation Funds Kasi Evidence of Ticking Shop Retanging the Funds Goib,Negative
Pengguna Google,1,2025-02-15 05:45:03,"Not when checkout, write a promo, please try the promo appearing already try checkout the store appears ga checkout hilariously sometimes the shoppe pay doesn't write apologize for stupid shoppepay not shopping shoppe pay",Negative
Pengguna Google,2,2025-01-20 13:03:56,heo of Shopee clothing if it's important to make main select y rectangle natural punies for the name of a kanain's payment of payment of fast,Neutral
Pengguna Google,2,2025-01-10 02:04:33,"Shopee has updated lots, see items sending web writing problems, yes, it's safe, how do you check the item, buy the apk, it's just a new version, Lot is the Shopie, not to see which message is difficult",Neutral
Pengguna Google,4,2025-02-10 11:50:02,Suggestions Permit If Shopee Adds Lightweight Dp Menu Option Examples of BUY MOTOR SPAYLATER MONTHS EXPENSIVE MENU MENU Dp Pay JT remaining JT Installment Pay Cheap Lightweight Month MOGA ENTERING THANK YOU,Negative
Pengguna Google,4,2025-02-11 23:57:09,it's good or not the yellow basket of the shop so that it will put the item in the renewed to be renewed so that it is kept when the money immediately check out the basket.,Neutral
Pengguna Google,1,2025-02-02 06:24:55,"Pahala I often shop but shopping times the time I can't actively shop for high school, the sopee limit is good",Neutral
Pengguna Google,1,2025-02-12 11:39:26,Shopee Down Come on Loading Loading Pay Pay Pay Later Klo Gk Responsible Udh Gue Uninstall NIH app GK Pay Paylater Gue Shopee Upgrade Flowers Down Voucer,Negative
Pengguna Google,1,2025-02-08 09:56:50,please new service to send the location of the transit of the surabaya dick to be disappointed in the course of more estimidation shopping shoppe shoppes as it is not worth the need to help shope,Negative
Pengguna Google,5,2024-12-28 04:35:23,Likes Shopee Shopping Easy to Send Ribbet But Finding Reseller Trust BRG OR SMART SMART BRG BRG,Neutral
Pengguna Google,4,2025-01-29 05:14:18,"Open the Shopee application, close in a moment and then just like that, it's already updated but still stable nets",Positive
Pengguna Google,1,2025-01-06 11:09:55,Disappointed Comfortable So Shopee Courier Courier Customer Between Package Returns Package Selling information What telephone number is complete Customer Address Nominal Package Forms Courier Action Needs to wait for the packet to sell gimmic rb lost disappointed,Negative
Pengguna Google,4,2025-01-14 12:55:51,good but please add paying via qris shopping platform easy not to copy and paste va fill in shopeepay,Neutral
Pengguna Google,1,2025-01-07 06:09:30,"Shopee, if you pay for pay late, it appears damaged download my content, I don't make cuk content, I check out the item update tomorrow, I have updated the Wort IT quota application",Negative
Pengguna Google,5,2025-01-14 11:08:20,"When I played the Candy Error Prompt game, sorry, my life was disappeared",Negative
Pengguna Google,1,2025-02-04 06:01:00,Shopee System DETECTION DETECTION DETERMINATION TARKOKAH KAHAH BUY AGAIN AGAIN NOTAGE MESSAGE DIRECT DISCREDY SHOPEE Account Selling Limits of SHOPEE SYSTEM SELLING ACCOUNT SELL LOSS LOSS,Negative
Pengguna Google,1,2025-01-07 00:05:01,VERIFICATION OF PAKE NO AJA KAGA KAMA PAKE NO BLM GUNAIN LIST SHOPEE NYA VERIFICATION FAIL,Negative
Pengguna Google,1,2025-02-15 07:27:36,This is a trash app just complaining that the voucher sometimes doesn't use the game scam playing shoope capit not to die collecting coins eh trick games games to get rid of the game is a good garbage.,Negative
Pengguna Google,5,2025-02-06 04:33:39,neng really shopping d shopee saves looking for items aq natural shopping d shoope alhamdulillah satisfied thank you Shopee makes it easy to shop online,Positive
Pengguna Google,5,2025-01-26 01:43:49,"Shoppe now is difficult to order goods to basket, then check out the price, the price is not wrong, please notify the wrong notification",Negative
Pengguna Google,1,2025-02-11 14:09:18,"The features are good, unfortunately the Slow Standard Services in the Jakarta area around late sending goods according to the estimation, of course, the gin's comment is not a flower, it's not that there is a spx, send it already, it will be sent back to the week late",Neutral
Pengguna Google,2,2025-01-03 17:43:16,Shopee Bad Saying Sy claims Rb Slow Shopping Goods Entering the price of rb goods entering rb basket RB Claims Original RB Prices RB then RB claims are slow to lie public min min min,Negative
Pengguna Google,5,2024-12-25 23:35:32,Easy to help shopee stars advice if loyal loyal vouchers don't have a lot of vouchers but a lot,Positive
Pengguna Google,3,2025-01-27 12:32:25,happy times teaching shopee pes goods according to the goods come to order according to the selling shopee.,Positive
Pengguna Google,5,2025-01-15 12:18:06,Thank you Shopee Shopping Easily Choose a Product Sungai At Easy Price Suitable for BUDGET,Positive
Pengguna Google,1,2025-02-05 11:59:21,Shopee product selling goods wrong goods according to orders for customers of damaged goods Sell the process of buying back complicated Selling Damaged Products Appeal Buy Victims,Negative
Pengguna Google,3,2025-01-29 10:48:29,"This is strange for the HP Ting FPS application, using the shopee, the HP is hot overheating, the settings are not hot",Negative
Pengguna Google,1,2025-01-17 14:35:19,"Min, the application is not a positive update thinking thinking the constraints of the cellphone just try checking the cellphone, it's not a picture",Negative
Pengguna Google,4,2025-01-30 15:50:52,flower please give the law to sell the goods between the goods buying the basis of the private nature so buy the items of Java is aimed at Kalimantan using the sea pier what the name is forgotten the cancel.,Negative
Pengguna Google,1,2025-02-08 01:51:04,Apk Funny Link Cod Check Seli Failed Shopping Goods Send according to cooking messages yes buy a rebu cellphone coming the casing just buy an active speaker Casing Hp Kali Buy Item Sua Order i Link COD is lost wrong buying wrong trade Send Disappointed Items Wait,Negative
Pengguna Google,5,2024-12-29 22:46:05,Star Shopee Meeting Application Constraints Change later Meeting to keep up the good work,Positive
Pengguna Google,3,2024-12-31 11:27:05,please open the application directly the direction of the live video is disturbing the HP HP tablet device is indeed open the application directly the right Live Video then the tablet is not really the Potato Shopee tablet is not complained,Negative
Pengguna Google,1,2025-01-07 10:36:25,Centek bought a packet of censel censel had been waiting for the week's frustrated to say that his courage could not respond to the wait for not to mention disappointment,Negative
Pengguna Google,3,2025-01-19 15:48:18,Pliss Shopee voucher is rarely packed Live Shopee Video free,Negative
Pengguna Google,2,2025-02-01 23:57:04,"sad to see shopee now for a bad flower, the service is sent x ordering items but order a re -gift, how come you can replace shopping",Negative
Pengguna Google,5,2025-01-29 19:39:15,Help Steady Shopping Constraints Bug Login Open the application menu good thank you,Positive
Pengguna Google,1,2024-12-26 12:12:21,give a bad rating of the shopee application because it is not sporty and set the date not according to the day waiting for the funds to return the funds but it doesn't change damaged,Negative
Pengguna Google,5,2025-02-08 01:45:50,use the application can be easy to shop buying selling live cut price not to bother the house see Live Live Write the comment buying the color background.,Positive
Pengguna Google,1,2025-01-30 02:04:48,"Since the Shope Update, I haven't been able to get a free voucher for vouchers, discount vouchers, if the distance is expensive, the shipping is free.Good Shope",Positive
Pengguna Google,2,2025-01-09 06:37:59,"Shopee Vidio account directly blocked permanently, remember the wrong upload video, I don't remember to make an appeal",Negative
Pengguna Google,5,2025-01-28 21:31:42,Shopee Send Shopee Coq Coins Shopee Live Yes Detection of Natural Activities Account How to know watching shopee live funny self -leisure old age kicking coins anyway shopee is good.,Positive
Pengguna Google,1,2025-02-09 11:27:44,Disappointed Customer Star Value Shop Buying Wise Deception Buy Value Star Value Co Wise Shop Aju Returns Goods Profit Buying Garbage Products Selling Naughty Loss Buy Recommended Recommended Tokopedia Lazada,Negative
Pengguna Google,1,2025-02-11 23:20:30,heavy application scroll scroll briefly cache tired tired delete cache pr try a lightweight application if you really update the rating,Negative
Pengguna Google,1,2025-02-02 12:41:16,"Chat CS doesn't reply, how do you complain about the spinse spinse, I have an error.",Negative
Pengguna Google,3,2025-02-12 07:29:49,"Spinse spiny borrowed directly until it hasn't been liquid, the rich obstacle is gin not paying late, the samsek is due",Negative
Pengguna Google,5,2025-02-03 17:35:23,Seller Shopee apologizes to Shopee Ya Taxes cut off for a fortune to take it,Negative
Pengguna Google,1,2025-01-26 14:10:36,"ShopeEepay activation Ga application has been updated, not entering the Shopee Pay page directly, what touch the item according to Shopeepay activity message is not what Shopee please good",Negative
Pengguna Google,1,2025-01-12 10:46:27,"not sorry, the cancel alas people check buy already a century platinum level, the sign is already a style of shopee x back off cod, the fake original item is responsible for selling, it's good",Neutral
Pengguna Google,1,2025-01-28 14:24:43,"Mon Maap I Edit the Star Package Sy Stack Estimated Very Estimated Jan Jan January January Slow and Change Estimation About February Address I Intends My Intends Yamasa Bias Slow Slow The Package Just Still I Monitor there, I have already contacted CS, Both people please hey I need items",Negative
Pengguna Google,1,2025-02-04 20:14:13,"It's really complicated now when logging in, if you log in, the cellphone account is dead, the cellphone is completely dead, the login uses the end, it is told to use the cellphone, it can't be done, it can't be clear, the data is clear.",Negative
Pengguna Google,5,2025-01-26 01:49:44,Good Application Products Search Shopee Help Mager Shopping House Shopping Shopee Shopping Just Select Buy Messages and Send Thank you,Positive
Pengguna Google,3,2024-12-29 12:07:28,"good application minus times courier re -schedule send confirmation customer courier courier customer please cantum number courier so that the customer contacts the courier, please move the platform. Thank you",Positive
Pengguna Google,2,2025-01-08 02:24:55,"Min, why do you look for items, read the net, read the problem, please change the connection, the net is ok if you open the shopee.",Neutral
Pengguna Google,3,2025-01-03 03:29:58,good application please send shopee buy package send information sent lag kasi already subscribed to send goods courier goods.,Positive
Pengguna Google,1,2025-02-03 15:23:19,advertising pdhal pdhal nyok gah knpa the advertis,Neutral
Pengguna Google,2,2025-01-27 09:03:28,"shopee please buy items, you have to check you, don't send a delicious item, the forehead, selling items, is not as disappointed, then return it, it is also the cost",Negative
Pengguna Google,3,2025-02-14 05:30:58,Order Cancel Shopee Shop Needs Message Tools Please Shopee Cancel People Message Cheap Prices Thank you,Negative
Pengguna Google,1,2025-01-29 04:39:51,"The Bobrok Password application, I changed the re -login, the email was recovering, the process was complicated using the KTP slfie, bro",Negative
Pengguna Google,2,2025-01-15 05:09:53,apk not open delete cache stable nets q Open using mobile kya disturbing signal opening youtube apk smoothly,Negative
Pengguna Google,1,2025-02-09 10:41:39,Let's Shop Safe Shopee Completed Safe Flash Fraud Statistics Product Return Display Fake Product Pages,Negative
Pengguna Google,1,2025-02-14 09:24:15,"Shopee Meter Good Taper Pay Pay Borrowing Tilolak I don't see me, I don't know Dishopee's debt not using aka unisntall bilamg people if shopee",Neutral
Pengguna Google,1,2025-02-11 13:05:14,the menu is difficult to open the frez is not able to accommodate the menu not access a lot of viruses,Negative
Pengguna Google,3,2025-01-25 04:32:17,Shopee application is disappointed,Negative
Pengguna Google,3,2025-02-06 08:14:40,the play shopee plant buying water cantum water prizes products buy honest products for free shipping using postage,Positive
Pengguna Google,1,2025-02-05 19:25:11,App Open the Video Feature APP Close Close Video Shopee sound disturbing uncomfortable please please February,Negative
Pengguna Google,4,2025-01-19 05:37:57,Good Ram Hp Net Application Open Kali Solutions,Positive
Pengguna Google,5,2025-02-09 21:18:17,Help Application Find Items Need House Mlm Mlm LaPer Buy Shopefood Just Order to Pay DEHH DISCOUNT VOUCHER BOODS,Neutral
